QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Engineering - Electrical & Electronic,,,,,,,,,
,,,,Institutions Considered,,1709,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 530 Universities - Engineering - Electrical & Electronic,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
=142,,Lomonosov Moscow State University,Russia,66.6,80.3,68,55,58.8,69
=142,151-200,University College Dublin,Ireland,61.3,68.6,90.5,74.8,64.8,69
=144,151-200,Pontificia Universidad Católica de Chile (UC),Chile,66.1,76.9,77.1,63.4,36.9,68.9
=144,136  ,University of Twente,Netherlands,61.8,68,87.7,75,68.6,68.9
146,151-200,ITMO University,Russia,61.1,75.1,76.3,66.6,79.6,68.8
147,151-200,University of Birmingham,United Kingdom,59.8,68.8,90.4,77.1,64.6,68.7
148,140=,National Cheng Kung University (NCKU),Taiwan,62.7,68,86.6,78,50.9,68.6
=149,151-200,Queen Mary University of London,United Kingdom,59.4,62.9,97.3,82.8,62.8,68.3
=149,151-200,The University of Adelaide,Australia,59.1,65.6,97.3,80.5,55,68.3
=149,150  ,The University of Warwick,United Kingdom,56.1,69.9,93.9,78.9,66.1,68.3
=149,151-200,University of Leeds,United Kingdom,57.9,66.8,91.5,75,86.4,68.3
151-200,151-200,Aristotle University of Thessaloniki,Greece,58.1,64.1,89.1,77.3,88.9,
151-200,151-200,Beihang University (former BUAA),China (Mainland),57.5,60.7,88,87.7,59.7,
151-200,151-200,Boston University,United States,62.1,70.1,81.7,63.4,56.1,
151-200,151-200,Cairo University,Egypt,58.9,71.4,84,73.3,65.6,
151-200,201-250,Chulalongkorn University,Thailand,59.4,66,87.7,71.1,45.7,
151-200,201-250,Concordia University,Canada,55.2,64.2,91.4,80.7,65,
151-200,151-200,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,63.4,60.5,88.5,80.3,67.9,
151-200,151-200,Indian Institute of Technology Roorkee (IITR),India,59.8,64.5,86,76.4,40.9,
151-200,201-250,Kyushu University,Japan,59.2,65.6,80.3,72,62.7,
151-200,151-200,Linköping University,Sweden,60.3,53.8,98.8,79.9,71.1,
151-200,151-200,McMaster University,Canada,59,66.7,88.8,74.6,52.9,
151-200,143  ,Michigan State University,United States,58.9,70.5,87.2,74.6,63.2,
