2024,2023,Institution,Location,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,International,Score
51-100,101-130,Université de Montréal ,Canada,,,,,,
51-100,51-100,Université Paris 1 Panthéon-Sorbonne ,France,,,,,,
51-100,101-130,University College Dublin,Ireland,,,,,,
51-100,45  ,University of Bath,United Kingdom,,,,,,
51-100,49  ,University of Birmingham,United Kingdom,,,,,,
51-100,48  ,University of Glasgow,United Kingdom,,,,,,
51-100,101-130,University of Helsinki,Finland,,,,,,
51-100,51-100,University of Kent,United Kingdom,,,,,,
51-100,51-100,University of Leeds,United Kingdom,,,,,,
51-100,51-100,University of Milan,Italy,,,,,,
51-100,101-130,University of Minnesota Twin Cities,United States,,,,,,
51-100,51-100,University of Pennsylvania,United States,,,,,,
51-100,51-100,University of Zurich,Switzerland,,,,,,
51-100,21  ,Ural Federal University - UrFU,Russia,,,,,,
101-130,101-130,Arizona State University,United States,,,,,,
101-130,51-100,Cardiff University,United Kingdom,,,,,,
101-130,101-130,Carnegie Mellon University,United States,,,,,,
101-130,51-100,Chulalongkorn University,Thailand,,,,,,
101-130,,Delft University of Technology,Netherlands,,,,,,
101-130,,"Essex, University of",United Kingdom,,,,,,
101-130,51-100,Fundação Getulio Vargas,Brazil,,,,,,
101-130,51-100,Gadjah Mada University,Indonesia,,,,,,
101-130,51-100,Georgetown University,United States,,,,,,
101-130,,London School of Hygiene & Tropical Medicine,United Kingdom,,,,,,
101-130,101-130,Ludwig-Maximilians-Universität München,Germany,,,,,,
101-130,101-130,Lund University,Sweden,,,,,,
101-130,101-130,McMaster University,Canada,,,,,,
101-130,101-130,Monash University,Australia,,,,,,
101-130,51-100,Shanghai Jiao Tong University,China (Mainland),,,,,,
101-130,101-130,Tecnológico de Monterrey,Mexico,,,,,,
101-130,,Universidad Autónoma de Madrid,Spain,,,,,,
101-130,,Universidad de Guadalajara (UDG),Mexico,,,,,,
101-130,101-130,Universidad de los Andes,Colombia,,,,,,
101-130,,Universidad Diego Portales (UDP),Chile,,,,,,
101-130,101-130,Universitat Autònoma de Barcelona,Spain,,,,,,
101-130,101-130,Université catholique de Louvain (UCLouvain),Belgium,,,,,,
101-130,51-100,"University of North Carolina, Chapel Hill",United States,,,,,,
101-130,,University of Southampton,United Kingdom,,,,,,
101-130,101-130,University of Southern Denmark (SDU),Denmark,,,,,,
101-130,51-100,University of Sussex,United Kingdom,,,,,,
101-130,51-100,University of Texas at Austin,United States,,,,,,
101-130,51-100,University of Wisconsin-Madison,United States,,,,,,
101-130,,Washington University in St. Louis,United States,,,,,,
101-130,,Zhejiang University,China (Mainland),,,,,,
